player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
12770,33599000080,335990,80,Ds Kulkarni,12-10-1988,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,0,20,0,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,10-12-1988
12774,33599000011,335990,11,Mv Boucher,12-03-1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Mumbai Indians,2008,1,32,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,03-12-1976
12775,33599000012,335990,12,B Akhil,10-07-1977,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,0,31,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,07-10-1977
12781,33599000081,335990,81,R Vinay Kumar,02-12-1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,0,24,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,12-02-1984
12782,33599100053,335991,53,Ac Gilchrist,11/14/1971,Left-hand Bat,Right-arm Offbreak,Australia,Keeper,Deccan Chargers,Kolkata Knight Riders,2008,0,37,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,14-11-1971
12784,33599100055,335991,55,Vvs Laxman,11-01-1974,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Kolkata Knight Riders,2008,0,34,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,01-11-1974
12785,33599100056,335991,56,A Symonds,06-09-1975,Right-hand Bat,Right-arm Offbreak,Australia,Player,Deccan Chargers,Kolkata Knight Riders,2008,0,33,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,09-06-1975
12788,33599100059,335991,59,Sb Bangar,10-11-1972,Right-hand Bat,Right-arm Medium-fast,India,Player,Deccan Chargers,Kolkata Knight Riders,2008,0,36,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,11-10-1972
12793,33599100001,335991,1,Sc Ganguly,07-08-1972,Left-hand Bat,Right-arm Medium,India,Captain,Kolkata Knight Riders,Deccan Chargers,2008,0,36,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,08-07-1972
12794,33599100002,335991,2,Bb Mccullum,9/27/1981,Right-hand Bat,Right-arm Medium,New Zealand,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,27,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,27-09-1981
12798,33599100062,335991,62,Wp Saha,10/24/1984,Right-hand Bat,N/a,India,Keeper,Kolkata Knight Riders,Deccan Chargers,2008,0,24,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,24-10-1984
12800,33599100082,335991,82,Ab Agarkar,12-04-1977,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,31,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,04-12-1977
12801,33599100083,335991,83,M Kartik,09-11-1976,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,32,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,11-09-1976
12803,33599100106,335991,106,Ab Dinda,3/25/1984,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,24,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,25-03-1984
12810,33599200038,335992,38,Sk Warne,9/13/1969,Right-hand Bat,Legbreak Googly,Australia,Captain,Rajasthan Royals,Kings Xi Punjab,2008,0,39,1,Blank,Blank,Sk Warne,Yuvraj Singh,Kamran Akmal,Kc Sangakkara,13-09-1969
12817,33599200026,335992,26,Kc Sangakkara,10/27/1977,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Rajasthan Royals,2008,0,31,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,27-10-1977
12818,33599200027,335992,27,Yuvraj Singh,12-12-1981,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Rajasthan Royals,2008,0,27,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,12-12-1981
12824,33599200068,335992,68,Wa Mota,9/20/1981,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Rajasthan Royals,2008,0,27,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,20-09-1981
12828,33599300055,335993,55,Vvs Laxman,11-01-1974,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Delhi Daredevils,2008,0,34,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,01-11-1974
12833,33599300061,335993,61,Rp Singh,12-06-1985,Right-hand Bat,Left-arm Fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,0,23,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,06-12-1985
12834,33599300070,335993,70,Shahid Afridi,03-01-1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Delhi Daredevils,2008,0,28,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,01-03-1980
12836,33599300232,335993,232,Ut Yadav,10/25/1987,Right-hand Bat,Right-arm Fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,0,21,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,25-10-1987
12838,33599300041,335993,41,V Sehwag,10/20/1978,Right-hand Bat,Right-arm Offbreak,India,Captain,Delhi Daredevils,Deccan Chargers,2008,1,30,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,20-10-1978
12842,33599300088,335993,88,Kd Karthik,06-01-1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Deccan Chargers,2008,0,23,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,01-06-1985
12845,33599300091,335993,91,Vy Mahesh,12/21/1987,Right-hand Bat,Right-arm Medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2008,0,21,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,21-12-1987
12846,33599300117,335993,117,Mohammad Asif,12/20/1982,Left-hand Bat,Right-arm Fast-medium,Pakistan,Player,Delhi Daredevils,Deccan Chargers,2008,0,26,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,20-12-1982
12849,33599400044,335994,44,St Jayasuriya,6/30/1969,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2008,0,39,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,30-06-1969
12855,33599400072,335994,72,Ma Khote,4/22/1980,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,0,28,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,22-04-1980
12857,33599400080,335994,80,Ds Kulkarni,12-10-1988,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,0,20,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,10-12-1988
12859,33599400017,335994,17,Pa Patel,03-09-1985,Left-hand Bat,N/a,India,Player,Chennai Super Kings,Mumbai Indians,2008,0,23,1,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,09-03-1985
12869,33599400435,335994,435,P Amarnath,06-01-1982,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,0,26,1,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,01-06-1982
12875,33599500060,335995,60,Wpujc Vaas,1/27/1974,Left-hand Bat,Left-arm Fast-medium,Sri Lanka,Player,Deccan Chargers,Rajasthan Royals,2008,0,34,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,27-01-1974
12877,33599500070,335995,70,Shahid Afridi,03-01-1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Rajasthan Royals,2008,0,28,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,01-03-1980
12878,33599500099,335995,99,D Kalyankrishna,12/16/1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Deccan Chargers,Rajasthan Royals,2008,0,25,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,16-12-1983
12882,33599500032,335995,32,Sr Watson,6/17/1981,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Rajasthan Royals,Deccan Chargers,2008,0,27,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,17-06-1981
12884,33599500035,335995,35,Ra Jadeja,12-06-1988,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Deccan Chargers,2008,0,20,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,06-12-1988
12890,33599500075,335995,75,Pankaj Singh,05-06-1985,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2008,0,23,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,06-05-1985
12892,33599600024,335996,24,K Goel,12/24/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,22,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,24-12-1986
12893,33599600026,335996,26,Kc Sangakkara,10/27/1977,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Mumbai Indians,2008,1,31,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,27-10-1977
12896,33599600064,335996,64,Dpmd Jayawardene,5/27/1977,Right-hand Bat,Right-arm Medium,Sri Lanka,Player,Kings Xi Punjab,Mumbai Indians,2008,0,31,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,27-05-1977
12897,33599600065,335996,65,S Sohal,11-10-1987,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,21,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,10-11-1987
12899,33599600067,335996,67,Pp Chawla,12/24/1988,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,20,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,24-12-1988
12900,33599600076,335996,76,Rr Sarwan,6/23/1980,Right-hand Bat,Legbreak,West Indies,Player,Kings Xi Punjab,Mumbai Indians,2008,0,28,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,23-06-1980
12903,33599600043,335996,43,L Ronchi,4/23/1981,Right-hand Bat,N/a,Australia,Keeper,Mumbai Indians,Kings Xi Punjab,2008,0,27,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,23-04-1981
12906,33599600048,335996,48,Am Nayar,10-08-1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Kings Xi Punjab,2008,0,25,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,08-10-1983
12907,33599600049,335996,49,Sm Pollock,7/16/1973,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Mumbai Indians,Kings Xi Punjab,2008,0,35,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,16-07-1973
12918,33599700036,335997,36,M Rawat,10/25/1985,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2008,0,23,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,25-10-1985
12919,33599700037,335997,37,D Salunkhe,11-12-1982,Right-hand Bat,Legbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,26,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,12-11-1982
12923,33599700102,335997,102,Sohail Tanvir,12-12-1984,Left-hand Bat,Left-arm Medium-fast,Pakistan,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,24,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,12-12-1984
12924,33599700126,335997,126,Mm Patel,07-12-1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,25,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,12-07-1983
12925,33599700006,335997,6,R Dravid,01-11-1973,Right-hand Bat,Right-arm Offbreak,India,Captain,Royal Challengers Bangalore,Rajasthan Royals,2008,0,35,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,11-01-1973
12927,33599700009,335997,9,Jh Kallis,10/16/1975,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,33,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,16-10-1975
12928,33599700011,335997,11,Mv Boucher,12-03-1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Rajasthan Royals,2008,0,32,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,03-12-1976
12932,33599700051,335997,51,S Chanderpaul,8/16/1974,Left-hand Bat,Legbreak,West Indies,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,34,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,16-08-1974
12934,33599700081,335997,81,R Vinay Kumar,02-12-1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,24,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,12-02-1984
12938,33599800003,335998,3,Rt Ponting,12/19/1974,Right-hand Bat,Right-arm Medium,Australia,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,34,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,19-12-1974
12939,33599800004,335998,4,Dj Hussey,7/15/1977,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,31,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,15-07-1977
12941,33599800062,335998,62,Wp Saha,10/24/1984,Right-hand Bat,N/a,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,24,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,24-10-1984
12942,33599800063,335998,63,Lr Shukla,05-06-1981,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,27,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,06-05-1981
12944,33599800083,335998,83,M Kartik,09-11-1976,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,32,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,11-09-1976
12951,33599800021,335998,21,Sk Raina,11/27/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,22,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,27-11-1986
12954,33599800119,335998,119,Joginder Sharma,10/23/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,25,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,23-10-1983
12955,33599800120,335998,120,Ms Gony,01-04-1984,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,24,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,04-01-1984
12957,33599800435,335998,435,P Amarnath,06-01-1982,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,26,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,01-06-1982
12960,33599900056,335999,56,A Symonds,06-09-1975,Right-hand Bat,Right-arm Offbreak,Australia,Player,Deccan Chargers,Mumbai Indians,2008,0,33,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,09-06-1975
12963,33599900061,335999,61,Rp Singh,12-06-1985,Right-hand Bat,Left-arm Fast-medium,India,Player,Deccan Chargers,Mumbai Indians,2008,0,23,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,06-12-1985
12964,33599900070,335999,70,Shahid Afridi,03-01-1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Mumbai Indians,2008,0,28,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,01-03-1980
12971,33599900046,335999,46,Rv Uthappa,11-11-1985,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,23,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,11-11-1985
12972,33599900048,335999,48,Am Nayar,10-08-1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,25,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,08-10-1983
12973,33599900049,335999,49,Sm Pollock,7/16/1973,Right-hand Bat,Right-arm Fast-medium,South Africa,Captain,Mumbai Indians,Deccan Chargers,2008,0,35,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,16-07-1973
12983,33600000028,336000,28,Sm Katich,8/21/1975,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Kings Xi Punjab,Delhi Daredevils,2008,1,33,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,21-08-1975
12988,33600000077,336000,77,S Sreesanth,02-06-1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Kings Xi Punjab,Delhi Daredevils,2008,0,25,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,06-02-1983
12989,33600000078,336000,78,Vrv Singh,9/17/1984,Right-hand Bat,Right-arm Medium-fast,India,Player,Kings Xi Punjab,Delhi Daredevils,2008,0,24,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,17-09-1984
12994,33600000086,336000,86,Shoaib Malik,02-01-1982,Right-hand Bat,Right-arm Offbreak,Pakistan,Player,Delhi Daredevils,Kings Xi Punjab,2008,0,26,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,01-02-1982
12996,33600000088,336000,88,Kd Karthik,06-01-1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Kings Xi Punjab,2008,0,23,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,01-06-1985
13001,33600000118,336000,118,Gd Mcgrath,02-09-1970,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Delhi Daredevils,Kings Xi Punjab,2008,0,38,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,09-02-1970
13010,33600100119,336001,119,Joginder Sharma,10/23/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2008,0,25,1,Blank,Blank,Ms Dhoni,R Dravid,Ms Dhoni,Mv Boucher,23-10-1983
