player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
12768,33599000072,335990,72,Ma Khote,4/22/1980,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,0,28,0,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,1980-04-22
12769,33599000073,335990,73,A Nehra,4/29/1979,Right-hand Bat,Left-arm Medium-fast,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,0,29,0,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,1979-04-29
12770,33599000080,335990,80,Ds Kulkarni,12/10/1988,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Royal Challengers Bangalore,2008,0,20,0,Blank,Blank,Harbhajan Singh,R Dravid,L Ronchi,Mv Boucher,1988-12-10
12774,33599000011,335990,11,Mv Boucher,12/3/1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Mumbai Indians,2008,1,32,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,1976-12-03
12775,33599000012,335990,12,B Akhil,10/7/1977,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,0,31,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,1977-10-07
12781,33599000081,335990,81,R Vinay Kumar,2/12/1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Mumbai Indians,2008,0,24,1,Blank,Blank,R Dravid,Harbhajan Singh,Mv Boucher,L Ronchi,1984-02-12
12782,33599100053,335991,53,Ac Gilchrist,11/14/1971,Left-hand Bat,Right-arm Offbreak,Australia,Keeper,Deccan Chargers,Kolkata Knight Riders,2008,0,37,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,1971-11-14
12784,33599100055,335991,55,Vvs Laxman,11/1/1974,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Kolkata Knight Riders,2008,0,34,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,1974-11-01
12785,33599100056,335991,56,A Symonds,6/9/1975,Right-hand Bat,Right-arm Offbreak,Australia,Player,Deccan Chargers,Kolkata Knight Riders,2008,0,33,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,1975-06-09
12788,33599100059,335991,59,Sb Bangar,10/11/1972,Right-hand Bat,Right-arm Medium-fast,India,Player,Deccan Chargers,Kolkata Knight Riders,2008,0,36,0,Blank,Blank,Vvs Laxman,Sc Ganguly,Ac Gilchrist,Wp Saha,1972-10-11
12793,33599100001,335991,1,Sc Ganguly,7/8/1972,Left-hand Bat,Right-arm Medium,India,Captain,Kolkata Knight Riders,Deccan Chargers,2008,0,36,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1972-07-08
12794,33599100002,335991,2,Bb Mccullum,9/27/1981,Right-hand Bat,Right-arm Medium,New Zealand,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,27,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1981-09-27
12798,33599100062,335991,62,Wp Saha,10/24/1984,Right-hand Bat,N/a,India,Keeper,Kolkata Knight Riders,Deccan Chargers,2008,0,24,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1984-10-24
12800,33599100082,335991,82,Ab Agarkar,12/4/1977,Right-hand Bat,Right-arm Fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,31,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1977-12-04
12801,33599100083,335991,83,M Kartik,9/11/1976,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,32,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1976-09-11
12803,33599100106,335991,106,Ab Dinda,3/25/1984,Right-hand Bat,Right-arm Medium-fast,India,Player,Kolkata Knight Riders,Deccan Chargers,2008,0,24,1,Blank,Blank,Sc Ganguly,Vvs Laxman,Wp Saha,Ac Gilchrist,1984-03-25
12810,33599200038,335992,38,Sk Warne,9/13/1969,Right-hand Bat,Legbreak Googly,Australia,Captain,Rajasthan Royals,Kings Xi Punjab,2008,0,39,1,Blank,Blank,Sk Warne,Yuvraj Singh,Kamran Akmal,Kc Sangakkara,1969-09-13
12817,33599200026,335992,26,Kc Sangakkara,10/27/1977,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Rajasthan Royals,2008,0,31,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,1977-10-27
12818,33599200027,335992,27,Yuvraj Singh,12/12/1981,Left-hand Bat,Slow Left-arm Orthodox,India,Captain,Kings Xi Punjab,Rajasthan Royals,2008,0,27,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,1981-12-12
12824,33599200068,335992,68,Wa Mota,9/20/1981,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Rajasthan Royals,2008,0,27,0,Blank,Blank,Yuvraj Singh,Sk Warne,Kc Sangakkara,Kamran Akmal,1981-09-20
12828,33599300055,335993,55,Vvs Laxman,11/1/1974,Right-hand Bat,Right-arm Offbreak,India,Captain,Deccan Chargers,Delhi Daredevils,2008,0,34,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,1974-11-01
12833,33599300061,335993,61,Rp Singh,12/6/1985,Right-hand Bat,Left-arm Fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,0,23,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,1985-12-06
12834,33599300070,335993,70,Shahid Afridi,3/1/1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Delhi Daredevils,2008,0,28,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,1980-03-01
12836,33599300232,335993,232,Ut Yadav,10/25/1987,Right-hand Bat,Right-arm Fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2008,0,21,0,Blank,Blank,Vvs Laxman,V Sehwag,Ac Gilchrist,Kd Karthik,1987-10-25
12838,33599300041,335993,41,V Sehwag,10/20/1978,Right-hand Bat,Right-arm Offbreak,India,Captain,Delhi Daredevils,Deccan Chargers,2008,1,30,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,1978-10-20
12842,33599300088,335993,88,Kd Karthik,6/1/1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Deccan Chargers,2008,0,23,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,1985-06-01
12845,33599300091,335993,91,Vy Mahesh,12/21/1987,Right-hand Bat,Right-arm Medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2008,0,21,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,1987-12-21
12846,33599300117,335993,117,Mohammad Asif,12/20/1982,Left-hand Bat,Right-arm Fast-medium,Pakistan,Player,Delhi Daredevils,Deccan Chargers,2008,0,26,1,Blank,Blank,V Sehwag,Vvs Laxman,Kd Karthik,Ac Gilchrist,1982-12-20
12849,33599400044,335994,44,St Jayasuriya,6/30/1969,Left-hand Bat,Slow Left-arm Orthodox,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2008,0,39,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,1969-06-30
12855,33599400072,335994,72,Ma Khote,4/22/1980,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,0,28,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,1980-04-22
12857,33599400080,335994,80,Ds Kulkarni,12/10/1988,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Chennai Super Kings,2008,0,20,0,Blank,Blank,Harbhajan Singh,Ms Dhoni,L Ronchi,Ms Dhoni,1988-12-10
12859,33599400017,335994,17,Pa Patel,3/9/1985,Left-hand Bat,N/a,India,Player,Chennai Super Kings,Mumbai Indians,2008,0,23,1,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,1985-03-09
12869,33599400435,335994,435,P Amarnath,6/1/1982,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Mumbai Indians,2008,0,26,1,Blank,Blank,Ms Dhoni,Harbhajan Singh,Ms Dhoni,L Ronchi,1982-06-01
12875,33599500060,335995,60,Wpujc Vaas,1/27/1974,Left-hand Bat,Left-arm Fast-medium,Sri Lanka,Player,Deccan Chargers,Rajasthan Royals,2008,0,34,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,1974-01-27
12877,33599500070,335995,70,Shahid Afridi,3/1/1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Rajasthan Royals,2008,0,28,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,1980-03-01
12878,33599500099,335995,99,D Kalyankrishna,12/16/1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Deccan Chargers,Rajasthan Royals,2008,0,25,0,Blank,Blank,Vvs Laxman,Sk Warne,Ac Gilchrist,Kamran Akmal,1983-12-16
12882,33599500032,335995,32,Sr Watson,6/17/1981,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Rajasthan Royals,Deccan Chargers,2008,0,27,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,1981-06-17
12884,33599500035,335995,35,Ra Jadeja,12/6/1988,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Deccan Chargers,2008,0,20,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,1988-12-06
12890,33599500075,335995,75,Pankaj Singh,5/6/1985,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Deccan Chargers,2008,0,23,1,Blank,Blank,Sk Warne,Vvs Laxman,Kamran Akmal,Ac Gilchrist,1985-05-06
12892,33599600024,335996,24,K Goel,12/24/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,22,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1986-12-24
12893,33599600026,335996,26,Kc Sangakkara,10/27/1977,Left-hand Bat,Right-arm Offbreak,Sri Lanka,Keeper,Kings Xi Punjab,Mumbai Indians,2008,1,31,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1977-10-27
12896,33599600064,335996,64,Dpmd Jayawardene,5/27/1977,Right-hand Bat,Right-arm Medium,Sri Lanka,Player,Kings Xi Punjab,Mumbai Indians,2008,0,31,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1977-05-27
12897,33599600065,335996,65,S Sohal,11/10/1987,Right-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,21,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1987-11-10
12899,33599600067,335996,67,Pp Chawla,12/24/1988,Left-hand Bat,Legbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2008,0,20,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1988-12-24
12900,33599600076,335996,76,Rr Sarwan,6/23/1980,Right-hand Bat,Legbreak,West Indies,Player,Kings Xi Punjab,Mumbai Indians,2008,0,28,1,Blank,Blank,Yuvraj Singh,Harbhajan Singh,Kc Sangakkara,L Ronchi,1980-06-23
12903,33599600043,335996,43,L Ronchi,4/23/1981,Right-hand Bat,N/a,Australia,Keeper,Mumbai Indians,Kings Xi Punjab,2008,0,27,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,1981-04-23
12906,33599600048,335996,48,Am Nayar,10/8/1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Kings Xi Punjab,2008,0,25,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,1983-10-08
12907,33599600049,335996,49,Sm Pollock,7/16/1973,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Mumbai Indians,Kings Xi Punjab,2008,0,35,0,Blank,Blank,Harbhajan Singh,Yuvraj Singh,L Ronchi,Kc Sangakkara,1973-07-16
12918,33599700036,335997,36,M Rawat,10/25/1985,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Royal Challengers Bangalore,2008,0,23,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,1985-10-25
12919,33599700037,335997,37,D Salunkhe,11/12/1982,Right-hand Bat,Legbreak,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,26,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,1982-11-12
12923,33599700102,335997,102,Sohail Tanvir,12/12/1984,Left-hand Bat,Left-arm Medium-fast,Pakistan,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,24,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,1984-12-12
12924,33599700126,335997,126,Mm Patel,7/12/1983,Right-hand Bat,Right-arm Medium-fast,India,Player,Rajasthan Royals,Royal Challengers Bangalore,2008,0,25,1,Blank,Blank,Sk Warne,R Dravid,M Rawat,Mv Boucher,1983-07-12
12925,33599700006,335997,6,R Dravid,1/11/1973,Right-hand Bat,Right-arm Offbreak,India,Captain,Royal Challengers Bangalore,Rajasthan Royals,2008,0,35,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,1973-01-11
12927,33599700009,335997,9,Jh Kallis,10/16/1975,Right-hand Bat,Right-arm Fast-medium,South Africa,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,33,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,1975-10-16
12928,33599700011,335997,11,Mv Boucher,12/3/1976,Right-hand Bat,Right-arm Medium,South Africa,Keeper,Royal Challengers Bangalore,Rajasthan Royals,2008,0,32,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,1976-12-03
12932,33599700051,335997,51,S Chanderpaul,8/16/1974,Left-hand Bat,Legbreak,West Indies,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,34,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,1974-08-16
12934,33599700081,335997,81,R Vinay Kumar,2/12/1984,Right-hand Bat,Right-arm Medium,India,Player,Royal Challengers Bangalore,Rajasthan Royals,2008,0,24,0,Blank,Blank,R Dravid,Sk Warne,Mv Boucher,M Rawat,1984-02-12
12938,33599800003,335998,3,Rt Ponting,12/19/1974,Right-hand Bat,Right-arm Medium,Australia,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,34,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,1974-12-19
12939,33599800004,335998,4,Dj Hussey,7/15/1977,Right-hand Bat,Right-arm Offbreak,Australia,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,31,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,1977-07-15
12941,33599800062,335998,62,Wp Saha,10/24/1984,Right-hand Bat,N/a,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,24,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,1984-10-24
12942,33599800063,335998,63,Lr Shukla,5/6/1981,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,27,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,1981-05-06
12944,33599800083,335998,83,M Kartik,9/11/1976,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kolkata Knight Riders,Chennai Super Kings,2008,0,32,0,Blank,Blank,Sc Ganguly,Ms Dhoni,Bb Mccullum,Ms Dhoni,1976-09-11
12951,33599800021,335998,21,Sk Raina,11/27/1986,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,22,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,1986-11-27
12954,33599800119,335998,119,Joginder Sharma,10/23/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,25,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,1983-10-23
12955,33599800120,335998,120,Ms Gony,1/4/1984,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,24,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,1984-01-04
12957,33599800435,335998,435,P Amarnath,6/1/1982,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Kolkata Knight Riders,2008,0,26,1,Blank,Blank,Ms Dhoni,Sc Ganguly,Ms Dhoni,Bb Mccullum,1982-06-01
12960,33599900056,335999,56,A Symonds,6/9/1975,Right-hand Bat,Right-arm Offbreak,Australia,Player,Deccan Chargers,Mumbai Indians,2008,0,33,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,1975-06-09
12963,33599900061,335999,61,Rp Singh,12/6/1985,Right-hand Bat,Left-arm Fast-medium,India,Player,Deccan Chargers,Mumbai Indians,2008,0,23,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,1985-12-06
12964,33599900070,335999,70,Shahid Afridi,3/1/1980,Right-hand Bat,Legbreak Googly,Pakistan,Player,Deccan Chargers,Mumbai Indians,2008,0,28,1,Blank,Blank,Vvs Laxman,Sm Pollock,Ac Gilchrist,L Ronchi,1980-03-01
12971,33599900046,335999,46,Rv Uthappa,11/11/1985,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,23,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,1985-11-11
12972,33599900048,335999,48,Am Nayar,10/8/1983,Left-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Deccan Chargers,2008,0,25,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,1983-10-08
12973,33599900049,335999,49,Sm Pollock,7/16/1973,Right-hand Bat,Right-arm Fast-medium,South Africa,Captain,Mumbai Indians,Deccan Chargers,2008,0,35,0,Blank,Blank,Sm Pollock,Vvs Laxman,L Ronchi,Ac Gilchrist,1973-07-16
12983,33600000028,336000,28,Sm Katich,8/21/1975,Left-hand Bat,Slow Left-arm Chinaman,Australia,Player,Kings Xi Punjab,Delhi Daredevils,2008,1,33,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,1975-08-21
12988,33600000077,336000,77,S Sreesanth,2/6/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Kings Xi Punjab,Delhi Daredevils,2008,0,25,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,1983-02-06
12989,33600000078,336000,78,Vrv Singh,9/17/1984,Right-hand Bat,Right-arm Medium-fast,India,Player,Kings Xi Punjab,Delhi Daredevils,2008,0,24,1,Blank,Blank,Yuvraj Singh,V Sehwag,Kc Sangakkara,Kd Karthik,1984-09-17
12994,33600000086,336000,86,Shoaib Malik,2/1/1982,Right-hand Bat,Right-arm Offbreak,Pakistan,Player,Delhi Daredevils,Kings Xi Punjab,2008,0,26,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,1982-02-01
12996,33600000088,336000,88,Kd Karthik,6/1/1985,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Kings Xi Punjab,2008,0,23,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,1985-06-01
13001,33600000118,336000,118,Gd Mcgrath,2/9/1970,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Delhi Daredevils,Kings Xi Punjab,2008,0,38,0,Blank,Blank,V Sehwag,Yuvraj Singh,Kd Karthik,Kc Sangakkara,1970-02-09
13010,33600100119,336001,119,Joginder Sharma,10/23/1983,Right-hand Bat,Right-arm Fast-medium,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2008,0,25,1,Blank,Blank,Ms Dhoni,R Dravid,Ms Dhoni,Mv Boucher,1983-10-23
